1|18/08/2012|Celta de Vigo|Málaga|2|0|0|0|0|0|0|1|0|72|72|72|71|77|75|77|76
1|18/08/2012|Sevilla|Getafe|0|0|0|0|0|0|0|0|0|77|80|76|76|75|73|74|75
1|18/08/2012|Mallorca|Espanyol|0|0|0|0|0|0|0|0|0|73|72|73|73|74|73|73|75
1|19/08/2012|Athletic Club|Betis|2|0|0|0|0|0|0|0|0|76|77|75|77|73|74|72|72
1|19/08/2012|Real Madrid|Valencia|1|0|0|0|0|0|0|0|0|85|86|85|83|80|80|79|79
1|19/08/2012|Barcelona|Real Sociedad|0|0|0|0|0|0|0|0|0|85|87|84|84|74|76|74|72
1|19/08/2012|Levante|Atlético de Madrid|1|0|0|0|0|0|0|0|0|73|73|73|73|79|81|79|78
1|20/08/2012|Deportivo de La Coruña|Osasuna|0|0|0|0|0|0|0|1|0|73|73|73|72|74|72|73|74
1|20/08/2012|Rayo Vallecano|Granada|0|0|0|0|0|0|0|0|0|72|72|71|72|73|73|72|72
1|20/08/2012|Real Zaragoza|Valladolid|2|0|0|0|0|0|0|0|1|72|73|71|71|72|72|72|71
2|25/08/2012|Real Sociedad|Celta de Vigo|0|0|0|0|0|0|0|0|1|74|76|74|72|72|72|72|71
2|25/08/2012|Betis|Rayo Vallecano|2|3|3|3|3|0|0|0|0|73|74|72|72|72|72|71|72
2|25/08/2012|Espanyol|Real Zaragoza|2|0|0|0|0|0|0|0|0|74|73|73|75|72|73|71|71
2|25/08/2012|Málaga|Mallorca|1|3|3|3|3|0|0|0|0|77|75|77|76|73|72|73|73
2|26/08/2012|Osasuna|Barcelona|2|0|3|0|3|0|0|0|0|74|72|73|74|85|87|84|84
2|26/08/2012|Getafe|Real Madrid|0|0|1|0|1|0|0|0|0|75|73|74|75|85|86|85|83
2|26/08/2012|Granada|Sevilla|1|0|3|0|3|0|0|0|0|73|73|72|72|77|80|76|76
2|26/08/2012|Valencia|Deportivo de La Coruña|1|1|3|1|3|0|0|0|1|80|80|79|79|73|73|73|72
2|27/08/2012|Valladolid|Levante|0|3|1|3|1|0|0|1|0|72|72|72|71|73|73|73|73
2|27/08/2012|Atlético de Madrid|Athletic Club|0|1|0|1|0|0|0|0|0|79|81|79|78|76|77|75|77
3|01/09/2012|Celta de Vigo|Osasuna|0|0|0|0|0|0|0|1|0|72|72|72|71|74|72|73|74
3|01/09/2012|Real Zaragoza|Málaga|2|3|4|3|4|0|3|0|0|72|73|71|71|77|75|77|76
3|01/09/2012|Deportivo de La Coruña|Getafe|1|4|3|4|3|3|0|1|0|73|73|73|72|75|73|74|75
3|01/09/2012|Mallorca|Real Sociedad|0|4|3|4|3|3|0|0|0|73|72|73|73|74|76|74|72
3|02/09/2012|Rayo Vallecano|Sevilla|1|6|4|6|4|3|1|0|0|72|72|71|72|77|80|76|76
3|02/09/2012|Athletic Club|Valladolid|0|0|6|0|6|0|3|0|1|76|77|75|77|72|72|72|71
3|02/09/2012|Levante|Espanyol|0|1|0|1|0|1|0|0|0|73|73|73|73|74|73|73|75
3|02/09/2012|Real Madrid|Granada|0|1|1|1|1|1|0|0|0|85|86|85|83|73|73|72|72
3|02/09/2012|Barcelona|Valencia|0|6|2|6|2|3|1|0|0|85|87|84|84|80|80|79|79
3|26/09/2012|Betis|Atlético de Madrid|2|3|4|3|4|0|1|0|0|73|74|72|72|79|81|79|78
4|15/09/2012|Málaga|Levante|0|7|4|7|4|1|0|0|0|77|75|77|76|73|73|73|73
4|15/09/2012|Valencia|Celta de Vigo|0|2|3|2|3|1|0|0|1|80|80|79|79|72|72|72|71
4|15/09/2012|Getafe|Barcelona|2|4|9|4|9|3|3|0|0|75|73|74|75|85|87|84|84
4|15/09/2012|Sevilla|Real Madrid|0|5|4|5|4|3|0|0|0|77|80|76|76|85|86|85|83
4|16/09/2012|Espanyol|Athletic Club|1|0|3|0|3|0|0|0|0|74|73|73|75|76|77|75|77
4|16/09/2012|Granada|Deportivo de La Coruña|1|1|5|1|5|1|1|0|1|73|73|72|72|73|73|73|72
4|16/09/2012|Osasuna|Mallorca|1|0|7|0|7|0|1|0|0|74|72|73|74|73|72|73|73
4|16/09/2012|Real Sociedad|Real Zaragoza|0|3|3|3|3|3|3|0|0|74|76|74|72|72|73|71|71
4|16/09/2012|Atlético de Madrid|Rayo Vallecano|0|7|7|7|7|3|3|0|0|79|81|79|78|72|72|71|72
4|17/09/2012|Valladolid|Betis|2|6|3|6|3|3|3|1|0|72|72|72|71|73|74|72|72
5|22/09/2012|Real Zaragoza|Osasuna|0|3|1|3|1|0|0|0|0|72|73|71|71|74|72|73|74
5|22/09/2012|Celta de Vigo|Getafe|0|3|4|3|4|3|1|1|0|72|72|72|71|75|73|74|75
5|22/09/2012|Betis|Espanyol|0|6|1|6|1|0|0|0|0|73|74|72|72|74|73|73|75
5|22/09/2012|Barcelona|Granada|0|12|2|12|2|6|0|0|0|85|87|84|84|73|73|72|72
5|23/09/2012|Mallorca|Valencia|0|8|5|8|5|6|1|0|0|73|72|73|73|80|80|79|79
