1|21/01/2012|Espanyol|Granada|0|0|0|0|0|0|0|0|1|75|69|72|66|73|65|68|67
1|21/01/2012|Racing de Santander|Getafe|2|0|0|0|0|0|0|0|0|72|63|68|66|75|70|71|70
1|21/01/2012|Real Sociedad|Atlético de Madrid|2|0|0|0|0|0|0|0|0|74|67|68|69|80|74|72|75
1|21/01/2012|Betis|Sevilla|1|0|0|0|0|0|0|1|0|73|72|67|68|78|75|72|73
1|22/01/2012|Osasuna|Valencia|1|0|0|0|0|0|0|0|0|72|64|71|68|79|73|73|73
1|22/01/2012|Rayo Vallecano|Mallorca|2|0|0|0|0|0|0|1|0|70|67|65|68|73|67|68|70
1|22/01/2012|Málaga|Barcelona|2|0|0|0|0|0|0|0|0|78|70|75|71|87|85|83|79
1|22/01/2012|Levante|Real Zaragoza|1|0|0|0|0|0|0|0|0|73|68|68|70|74|70|66|69
1|22/01/2012|Real Madrid|Athletic Club|0|0|0|0|0|0|0|0|0|85|77|81|75|77|70|71|70
1|23/01/2012|Villarreal|Sporting de Gijón|0|0|0|0|0|0|0|0|0|80|77|78|75|74|69|69|69
2|27/08/2011|Sporting de Gijón|Real Sociedad|2|0|0|0|0|0|0|0|0|74|69|69|69|74|67|68|69
2|27/08/2011|Valencia|Racing de Santander|0|1|0|1|0|0|0|0|0|79|73|73|73|72|63|68|66
2|27/08/2011|Granada|Betis|2|0|1|0|1|0|0|1|1|73|65|68|67|73|72|67|68
2|28/08/2011|Atlético de Madrid|Osasuna|1|3|1|3|1|0|0|0|0|80|74|72|75|72|64|71|68
2|28/08/2011|Athletic Club|Rayo Vallecano|1|0|0|0|0|0|0|0|1|77|70|71|70|70|67|65|68
2|28/08/2011|Mallorca|Espanyol|0|3|3|3|3|0|0|0|0|73|67|68|70|75|69|72|66
2|28/08/2011|Getafe|Levante|1|3|1|3|1|0|0|0|0|75|70|71|70|73|68|68|70
2|28/08/2011|Real Zaragoza|Real Madrid|2|1|3|1|3|0|0|0|0|74|70|66|69|85|77|81|75
2|28/08/2011|Sevilla|Málaga|0|1|0|1|0|0|0|0|0|78|75|72|73|78|70|75|71
2|29/08/2011|Barcelona|Villarreal|0|3|3|3|3|0|0|0|0|87|85|83|79|80|77|78|75
3|10/09/2011|Real Sociedad|Barcelona|1|3|6|3|6|0|3|0|0|74|67|68|69|87|85|83|79
3|10/09/2011|Villarreal|Sevilla|1|3|4|3|4|3|1|0|0|80|77|78|75|78|75|72|73
3|10/09/2011|Real Madrid|Getafe|0|6|4|6|4|3|3|0|0|85|77|81|75|75|70|71|70
3|10/09/2011|Valencia|Atlético de Madrid|0|4|4|4|4|3|3|0|0|79|73|73|73|80|74|72|75
3|11/09/2011|Betis|Mallorca|0|4|6|4|6|1|3|1|0|73|72|67|68|73|67|68|70
3|11/09/2011|Racing de Santander|Levante|1|0|2|0|2|0|1|0|0|72|63|68|66|73|68|68|70
3|11/09/2011|Osasuna|Sporting de Gijón|0|2|0|2|0|1|0|0|0|72|64|71|68|74|69|69|69
3|11/09/2011|Rayo Vallecano|Real Zaragoza|1|1|1|1|1|0|1|1|0|70|67|65|68|74|70|66|69
3|11/09/2011|Espanyol|Athletic Club|0|3|1|3|1|3|0|0|0|75|69|72|66|77|70|71|70
3|12/09/2011|Málaga|Granada|0|0|0|0|0|0|0|0|1|78|70|75|71|73|65|68|67
4|17/09/2011|Sporting de Gijón|Valencia|2|0|7|0|7|0|1|0|0|74|69|69|69|79|73|73|73
4|17/09/2011|Granada|Villarreal|0|0|4|0|4|0|0|1|0|73|65|68|67|80|77|78|75
4|17/09/2011|Mallorca|Málaga|2|6|3|6|3|3|0|0|0|73|67|68|70|78|70|75|71
4|17/09/2011|Barcelona|Osasuna|0|7|5|7|5|3|1|0|0|87|85|83|79|72|64|71|68
4|17/09/2011|Sevilla|Real Sociedad|0|5|4|5|4|3|3|0|0|78|75|72|73|74|67|68|69
4|18/09/2011|Getafe|Rayo Vallecano|2|4|2|4|2|1|1|0|1|75|70|71|70|70|67|65|68
4|18/09/2011|Real Zaragoza|Espanyol|0|2|6|2|6|0|0|0|0|74|70|66|69|75|69|72|66
4|18/09/2011|Atlético de Madrid|Racing de Santander|0|4|1|4|1|1|0|0|0|80|74|72|75|72|63|68|66
4|18/09/2011|Levante|Real Madrid|0|3|9|3|9|1|3|0|0|73|68|68|70|85|77|81|75
4|18/09/2011|Athletic Club|Betis|2|1|7|1|7|1|3|0|1|77|70|71|70|73|72|67|68
5|20/09/2011|Osasuna|Sevilla|1|5|8|5|8|4|2|0|0|72|64|71|68|78|75|72|73
5|20/09/2011|Real Sociedad|Granada|0|4|3|4|3|1|0|0|1|74|67|68|69|73|65|68|67
5|20/09/2011|Villarreal|Mallorca|0|4|6|4|6|4|3|0|0|80|77|78|75|73|67|68|70
5|21/09/2011|Atlético de Madrid|Sporting de Gijón|0|7|0|7|0|4|0|0|0|80|74|72|75|74|69|69|69
5|21/09/2011|Málaga|Athletic Club|0|6|1|6|1|3|0|0|0|78|70|75|71|77|70|71|70
5|21/09/2011|Rayo Vallecano|Levante|2|5|6|5|6|1|2|1|0|70|67|65|68|73|68|68|70
5|21/09/2011|Racing de Santander|Real Madrid|1|1|9|1|9|1|3|0|0|72|63|68|66|85|77|81|75
5|21/09/2011|Valencia|Barcelona|1|10|10|10|10|6|4|0|0|79|73|73|73|87|85|83|79
5|22/09/2011|Espanyol|Getafe|0|6|4|6|4|6|3|0|0|75|69|72|66|75|70|71|70
5|22/09/2011|Betis|Real Zaragoza|0|10|5|10|5|4|2|1|0|73|72|67|68|74|70|66|69
6|24/09/2011|Sevilla|Valencia|0|9|11|9|11|6|4|0|0|78|75|72|73|79|73|73|73
6|24/09/2011|Athletic Club|Villarreal|1|1|7|1|7|1|0|0|0|77|70|71|70|80|77|78|75
6|24/09/2011|Real Madrid|Rayo Vallecano|0|10|5|10|5|6|4|0|1|85|77|81|75|70|67|65|68
6|24/09/2011|Barcelona|Atlético de Madrid|0|11|10|11|10|6|3|0|0|87|85|83|79|80|74|72|75
6|25/09/2011|Mallorca|Real Sociedad|0|6|7|6|7|3|3|0|0|73|67|68|70|74|67|68|69
6|25/09/2011|Levante|Espanyol|0|9|9|9|9|4|0|0|0|73|68|68|70|75|69|72|66
6|25/09/2011|Granada|Osasuna|1|3|6|3|6|3|1|1|0|73|65|68|67|72|64|71|68
6|25/09/2011|Sporting de Gijón|Racing de Santander|1|0|2|0|2|0|0|0|0|74|69|69|69|72|63|68|66
6|25/09/2011|Real Zaragoza|Málaga|1|5|9|5|9|3|3|0|0|74|70|66|69|78|70|75|71
6|26/09/2011|Getafe|Betis|0|4|13|4|13|1|6|0|1|75|70|71|70|73|72|67|68
7|01/10/2011|Osasuna|Mallorca|1|7|9|7|9|5|3|0|0|72|64|71|68|73|67|68|70
7|01/10/2011|Villarreal|Real Zaragoza|1|8|6|8|6|7|2|0|0|80|77|78|75|74|70|66|69
7|01/10/2011|Racing de Santander|Rayo Vallecano|1|3|5|3|5|2|4|0|1|72|63|68|66|70|67|65|68
7|01/10/2011|Valencia|Granada|0|11|4|11|4|7|0|0|1|79|73|73|73|73|65|68|67
7|01/10/2011|Málaga|Getafe|0|10|7|10|7|6|3|0|0|78|70|75|71|75|70|71|70
7|02/10/2011|Real Sociedad|Athletic Club|2|7|2|7|2|4|0|0|0|74|67|68|69|77|70|71|70
7|02/10/2011|Betis|Levante|2|13|12|13|12|7|5|1|0|73|72|67|68|73|68|68|70
7|02/10/2011|Atlético de Madrid|Sevilla|1|10|12|10|12|7|3|0|0|80|74|72|75|78|75|72|73
7|02/10/2011|Sporting de Gijón|Barcelona|2|1|14|1|14|1|5|0|0|74|69|69|69|87|85|83|79
7|02/10/2011|Espanyol|Real Madrid|2|9|13|9|13|9|4|0|0|75|69|72|66|85|77|81|75
8|15/10/2011|Mallorca|Valencia|1|10|14|7|13|6|4|0|0|73|67|68|70|79|73|73|73
8|15/10/2011|Getafe|Villarreal|1|7|9|4|6|4|1|0|0|75|70|71|70|80|77|78|75
8|15/10/2011|Real Madrid|Betis|0|16|13|13|12|9|6|0|1|85|77|81|75|73|72|67|68
8|15/10/2011|Barcelona|Racing de Santander|0|17|4|14|4|9|1|0|0|87|85|83|79|72|63|68|66
